SrcEntity	TgtEntity	Score
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26689	http://purl.obolibrary.org/obo/DOID_13774	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26688	http://purl.obolibrary.org/obo/DOID_9396	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26688	http://purl.obolibrary.org/obo/DOID_3437	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26687	http://purl.obolibrary.org/obo/DOID_3138	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40328	http://purl.obolibrary.org/obo/DOID_5043	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40326	http://purl.obolibrary.org/obo/DOID_5142	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40320	http://purl.obolibrary.org/obo/DOID_5313	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118422	http://purl.obolibrary.org/obo/DOID_682	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118423	http://purl.obolibrary.org/obo/DOID_4257	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3476	http://purl.obolibrary.org/obo/DOID_3012	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3477	http://purl.obolibrary.org/obo/DOID_0060345	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40319	http://purl.obolibrary.org/obo/DOID_7491	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40317	http://purl.obolibrary.org/obo/DOID_2096	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40315	http://purl.obolibrary.org/obo/DOID_4845	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40314	http://purl.obolibrary.org/obo/DOID_2080	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40312	http://purl.obolibrary.org/obo/DOID_2060	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40310	http://purl.obolibrary.org/obo/DOID_4840	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C14364	http://purl.obolibrary.org/obo/DOID_8704	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4049	http://purl.obolibrary.org/obo/DOID_5074	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4047	http://purl.obolibrary.org/obo/DOID_4851	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4045	http://purl.obolibrary.org/obo/DOID_3181	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4045	http://purl.obolibrary.org/obo/DOID_3183	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4044	http://purl.obolibrary.org/obo/DOID_2876	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40306	http://purl.obolibrary.org/obo/DOID_7565	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40305	http://purl.obolibrary.org/obo/DOID_6339	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40302	http://purl.obolibrary.org/obo/DOID_2078	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40301	http://purl.obolibrary.org/obo/DOID_2075	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40300	http://purl.obolibrary.org/obo/DOID_6518	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84276	http://purl.obolibrary.org/obo/DOID_0080166	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84275	http://purl.obolibrary.org/obo/DOID_0080165	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3493	http://purl.obolibrary.org/obo/DOID_3907	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3898	http://purl.obolibrary.org/obo/DOID_0050909	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135213	http://purl.obolibrary.org/obo/DOID_5777	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C135212	http://purl.obolibrary.org/obo/DOID_4118	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C118707	http://purl.obolibrary.org/obo/DOID_11831	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4029	http://purl.obolibrary.org/obo/DOID_3702	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4028	http://purl.obolibrary.org/obo/DOID_3744	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4026	http://purl.obolibrary.org/obo/DOID_3604	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75459	http://purl.obolibrary.org/obo/DOID_0060578	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4024	http://purl.obolibrary.org/obo/DOID_3748	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4022	http://purl.obolibrary.org/obo/DOID_6367	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4021	http://purl.obolibrary.org/obo/DOID_3372	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4020	http://purl.obolibrary.org/obo/DOID_7603	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4018	http://purl.obolibrary.org/obo/DOID_3010	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4017	http://purl.obolibrary.org/obo/DOID_3007	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4016	http://purl.obolibrary.org/obo/DOID_184	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4014	http://purl.obolibrary.org/obo/DOID_3186	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4014	http://purl.obolibrary.org/obo/DOID_3181	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3876	http://purl.obolibrary.org/obo/DOID_10087	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3875	http://purl.obolibrary.org/obo/DOID_5503	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3874	http://purl.obolibrary.org/obo/DOID_7729	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3874	http://purl.obolibrary.org/obo/DOID_4073	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3873	http://purl.obolibrary.org/obo/DOID_2156	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3872	http://purl.obolibrary.org/obo/DOID_2636	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4007	http://purl.obolibrary.org/obo/DOID_13996	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4004	http://purl.obolibrary.org/obo/DOID_3717	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3868	http://purl.obolibrary.org/obo/DOID_9253	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3867	http://purl.obolibrary.org/obo/DOID_1963	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3867	http://purl.obolibrary.org/obo/DOID_1964	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3866	http://purl.obolibrary.org/obo/DOID_960	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3864	http://purl.obolibrary.org/obo/DOID_0050912	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3862	http://purl.obolibrary.org/obo/DOID_1614	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3861	http://purl.obolibrary.org/obo/DOID_7497	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3860	http://purl.obolibrary.org/obo/DOID_4682	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4524	http://purl.obolibrary.org/obo/DOID_4463	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98922	http://purl.obolibrary.org/obo/DOID_12929	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87093	http://purl.obolibrary.org/obo/DOID_11049	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3853	http://purl.obolibrary.org/obo/DOID_0080178	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3850	http://purl.obolibrary.org/obo/DOID_1793	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3850	http://purl.obolibrary.org/obo/DOID_4905	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125599	http://purl.obolibrary.org/obo/DOID_14731	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125598	http://purl.obolibrary.org/obo/DOID_0050568	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125594	http://purl.obolibrary.org/obo/DOID_0080045	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125592	http://purl.obolibrary.org/obo/DOID_0060468	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125591	http://purl.obolibrary.org/obo/DOID_14796	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3262	http://purl.obolibrary.org/obo/DOID_14566	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99383	http://purl.obolibrary.org/obo/DOID_438	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3845	http://purl.obolibrary.org/obo/DOID_7756	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3844	http://purl.obolibrary.org/obo/DOID_3121	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3844	http://purl.obolibrary.org/obo/DOID_4948	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3842	http://purl.obolibrary.org/obo/DOID_2670	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87072	http://purl.obolibrary.org/obo/DOID_10485	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142085	http://purl.obolibrary.org/obo/DOID_0090123	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142084	http://purl.obolibrary.org/obo/DOID_0111049	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142083	http://purl.obolibrary.org/obo/DOID_0050730	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142082	http://purl.obolibrary.org/obo/DOID_0110181	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142081	http://purl.obolibrary.org/obo/DOID_0110278	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142080	http://purl.obolibrary.org/obo/DOID_0110276	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6699	http://purl.obolibrary.org/obo/DOID_7168	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4131	http://purl.obolibrary.org/obo/DOID_5015	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45540	http://purl.obolibrary.org/obo/DOID_2784	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3114	http://purl.obolibrary.org/obo/DOID_1205	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4536	http://purl.obolibrary.org/obo/DOID_1785	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4536	http://purl.obolibrary.org/obo/DOID_4916	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142079	http://purl.obolibrary.org/obo/DOID_0110275	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3820	http://purl.obolibrary.org/obo/DOID_5339	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6686	http://purl.obolibrary.org/obo/DOID_6510	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6685	http://purl.obolibrary.org/obo/DOID_7169	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6683	http://purl.obolibrary.org/obo/DOID_5414	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35196	http://purl.obolibrary.org/obo/DOID_11190	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9235	http://purl.obolibrary.org/obo/DOID_349	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3811	http://purl.obolibrary.org/obo/DOID_8850	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35806	http://purl.obolibrary.org/obo/DOID_2800	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8955	http://purl.obolibrary.org/obo/DOID_14544	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35812	http://purl.obolibrary.org/obo/DOID_10619	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3801	http://purl.obolibrary.org/obo/DOID_5241	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71732	http://purl.obolibrary.org/obo/DOID_0060081	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4546	http://purl.obolibrary.org/obo/DOID_14463	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8964	http://purl.obolibrary.org/obo/DOID_315	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8965	http://purl.obolibrary.org/obo/DOID_1475	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35823	http://purl.obolibrary.org/obo/DOID_2529	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6655	http://purl.obolibrary.org/obo/DOID_7136	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6650	http://purl.obolibrary.org/obo/DOID_3502	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128399	http://purl.obolibrary.org/obo/DOID_1252	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128398	http://purl.obolibrary.org/obo/DOID_10955	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128397	http://purl.obolibrary.org/obo/DOID_0050259	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128396	http://purl.obolibrary.org/obo/DOID_7457	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128394	http://purl.obolibrary.org/obo/DOID_0050256	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128393	http://purl.obolibrary.org/obo/DOID_7033	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128392	http://purl.obolibrary.org/obo/DOID_456	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128391	http://purl.obolibrary.org/obo/DOID_10075	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128390	http://purl.obolibrary.org/obo/DOID_884	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8973	http://purl.obolibrary.org/obo/DOID_4226	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8978	http://purl.obolibrary.org/obo/DOID_2700	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6644	http://purl.obolibrary.org/obo/DOID_10195	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6643	http://purl.obolibrary.org/obo/DOID_7922	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6643	http://purl.obolibrary.org/obo/DOID_6175	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128389	http://purl.obolibrary.org/obo/DOID_882	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128388	http://purl.obolibrary.org/obo/DOID_888	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128387	http://purl.obolibrary.org/obo/DOID_885	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128385	http://purl.obolibrary.org/obo/DOID_0060310	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128382	http://purl.obolibrary.org/obo/DOID_876	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8985	http://purl.obolibrary.org/obo/DOID_5482	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8986	http://purl.obolibrary.org/obo/DOID_5479	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8988	http://purl.obolibrary.org/obo/DOID_5895	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6635	http://purl.obolibrary.org/obo/DOID_6484	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6633	http://purl.obolibrary.org/obo/DOID_6868	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6631	http://purl.obolibrary.org/obo/DOID_12064	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6630	http://purl.obolibrary.org/obo/DOID_7077	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128374	http://purl.obolibrary.org/obo/DOID_10361	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128373	http://purl.obolibrary.org/obo/DOID_14069	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8990	http://purl.obolibrary.org/obo/DOID_8618	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8997	http://purl.obolibrary.org/obo/DOID_0070003	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8997	http://purl.obolibrary.org/obo/DOID_4766	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6628	http://purl.obolibrary.org/obo/DOID_10660	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6620	http://purl.obolibrary.org/obo/DOID_6759	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128369	http://purl.obolibrary.org/obo/DOID_1468	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128368	http://purl.obolibrary.org/obo/DOID_0060322	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9482	http://purl.obolibrary.org/obo/DOID_3814	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128360	http://purl.obolibrary.org/obo/DOID_4976	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9296	http://purl.obolibrary.org/obo/DOID_4944	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6619	http://purl.obolibrary.org/obo/DOID_5292	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6618	http://purl.obolibrary.org/obo/DOID_5488	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9145	http://purl.obolibrary.org/obo/DOID_3347	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9146	http://purl.obolibrary.org/obo/DOID_5189	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6614	http://purl.obolibrary.org/obo/DOID_5713	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6613	http://purl.obolibrary.org/obo/DOID_4525	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9477	http://purl.obolibrary.org/obo/DOID_3078	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9475	http://purl.obolibrary.org/obo/DOID_4848	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35870	http://purl.obolibrary.org/obo/DOID_7602	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C123436	http://purl.obolibrary.org/obo/DOID_0080201	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6604	http://purl.obolibrary.org/obo/DOID_3354	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6602	http://purl.obolibrary.org/obo/DOID_0060094	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128349	http://purl.obolibrary.org/obo/DOID_11302	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128346	http://purl.obolibrary.org/obo/DOID_649	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128343	http://purl.obolibrary.org/obo/DOID_0050354	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128342	http://purl.obolibrary.org/obo/DOID_0050353	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128341	http://purl.obolibrary.org/obo/DOID_0050352	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128339	http://purl.obolibrary.org/obo/DOID_10457	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128336	http://purl.obolibrary.org/obo/DOID_5052	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128335	http://purl.obolibrary.org/obo/DOID_0050150	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128334	http://purl.obolibrary.org/obo/DOID_10458	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C128332	http://purl.obolibrary.org/obo/DOID_6196	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6311	http://purl.obolibrary.org/obo/DOID_4114	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48576	http://purl.obolibrary.org/obo/DOID_0050936	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9170	http://purl.obolibrary.org/obo/DOID_5535	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C50501	http://purl.obolibrary.org/obo/DOID_0050823	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120083	http://purl.obolibrary.org/obo/DOID_3883	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36260	http://purl.obolibrary.org/obo/DOID_4467	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36260	http://purl.obolibrary.org/obo/DOID_7192	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9183	http://purl.obolibrary.org/obo/DOID_6333	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9439	http://purl.obolibrary.org/obo/DOID_783	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116007	http://purl.obolibrary.org/obo/DOID_9398	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116006	http://purl.obolibrary.org/obo/DOID_10456	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9428	http://purl.obolibrary.org/obo/DOID_5253	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9426	http://purl.obolibrary.org/obo/DOID_4512	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9425	http://purl.obolibrary.org/obo/DOID_6197	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6340	http://purl.obolibrary.org/obo/DOID_5289	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6341	http://purl.obolibrary.org/obo/DOID_5680	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6347	http://purl.obolibrary.org/obo/DOID_4743	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40299	http://purl.obolibrary.org/obo/DOID_5382	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40296	http://purl.obolibrary.org/obo/DOID_5630	1.0
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40293	http://purl.obolibrary.org/obo/DOID_6961	1.0
